iucn_sid,dbf_file,sciname,main_common_name,cat,cat_score,published_year,iucn_version
170193,SEABREAMS_PORGIES.dbf,Gymnocrotaphus curvidens,Janbruin,LC,0,2014,2018-1
170194,SEABREAMS_PORGIES.dbf,Chrysoblephus anglicus,Englishman Seabream,NT,0.2,2014,2018-1
170195,SEABREAMS_PORGIES.dbf,Chrysoblephus lophus,False Red Stumpnose,LC,0,2014,2018-1
170196,SEABREAMS_PORGIES.dbf,Polyamblyodon gibbosum,Knife-back Seabream,LC,0,2014,2018-1
170197,SEABREAMS_PORGIES.dbf,Oblada melanura,Saddled Seabream,LC,0,2014,2018-1
170198,SEABREAMS_PORGIES.dbf,Rhabdosargus sarba,Goldlined Seabream,LC,0,2014,2018-1
170199,SEABREAMS_PORGIES.dbf,Acanthopagrus sivicolus,Okinawa Seabream,VU,0.4,2014,2018-1
170200,SEABREAMS_PORGIES.dbf,Lithognathus aureti,West Coast Steenbras,NT,0.2,2014,2018-1
170201,SEABREAMS_PORGIES.dbf,Pachymetopon aeneum,Blue Hottentot,LC,0,2014,2018-1
170203,SEABREAMS_PORGIES.dbf,Rhabdosargus holubi,Cape Stumpnose,LC,0,2014,2018-1
170204,SEABREAMS_PORGIES.dbf,Cymatoceps nasutus,Black Musselcracker,VU,0.4,2014,2018-1
170205,SEABREAMS_PORGIES.dbf,Calamus pennatula,Pluma Porgy,LC,0,2014,2018-1
170206,SEABREAMS_PORGIES.dbf,Polysteganus undulosus,Seventy-four Seabream,CR,0.8,2014,2018-1
170207,SEABREAMS_PORGIES.dbf,Calamus penna,Sheepshead Porgy,LC,0,2014,2018-1
170208,SEABREAMS_PORGIES.dbf,Pachymetopon grande,Bronze Seabream,NT,0.2,2014,2018-1
170209,SEABREAMS_PORGIES.dbf,Diplodus fasciatus,Banded Seabream,LC,0,2014,2018-1
170210,SEABREAMS_PORGIES.dbf,Pachymetopon blochii,Hottentot Seabream,LC,0,2014,2018-1
170211,SEABREAMS_PORGIES.dbf,Diplodus prayensis,Two-banded Seabream,LC,0,2014,2018-1
170212,SEABREAMS_PORGIES.dbf,Evynnis tumifrons,Yellowback Seabream,LC,0,2014,2018-1
170213,SEABREAMS_PORGIES.dbf,Pterogymnus laniarius,Panga Seabream,LC,0,2014,2018-1
170214,SEABREAMS_PORGIES.dbf,Diplodus noct,Red Sea Seabream,LC,0,2014,2018-1
170215,SEABREAMS_PORGIES.dbf,Polysteganus coeruleopunctatus,Blueskin Seabream,DD,NA,2014,2018-1
170216,SEABREAMS_PORGIES.dbf,Crenidens crenidens,Karenteen Seabream,LC,0,2014,2018-1
170217,SEABREAMS_PORGIES.dbf,Acanthopagrus longispinnis,Bengal Yellowfin Seabream,DD,NA,2014,2018-1
170218,SEABREAMS_PORGIES.dbf,Boopsoidea inornata,Fransmadam,LC,0,2014,2018-1
170219,SEABREAMS_PORGIES.dbf,Argyrops megalommatus,NA,DD,NA,2014,2018-1
170220,SEABREAMS_PORGIES.dbf,Pagrus auriga,Red-banded Sea Bream,LC,0,2014,2018-1
170221,SEABREAMS_PORGIES.dbf,Cheimerius nufar,Santer Seabream,DD,NA,2014,2018-1
170222,SEABREAMS_PORGIES.dbf,Diplodus bellottii,Senegal Seabream,LC,0,2014,2018-1
170223,SEABREAMS_PORGIES.dbf,Archosargus probatocephalus,Sheepshead,LC,0,2014,2018-1
170224,SEABREAMS_PORGIES.dbf,Pagellus erythrinus,Common Pandora,LC,0,2014,2018-1
170225,SEABREAMS_PORGIES.dbf,Rhabdosargus globiceps,White Stumpnose,VU,0.4,2014,2018-1
170226,SEABREAMS_PORGIES.dbf,Sparodon durbanensis,Musselcracker Seabream,NT,0.2,2014,2018-1
170227,SEABREAMS_PORGIES.dbf,Dentex fourmanoiri,NA,DD,NA,2014,2018-1
170228,SEABREAMS_PORGIES.dbf,Acanthopagrus omanensis,Black Margined Seabream,DD,NA,2014,2018-1
170229,SEABREAMS_PORGIES.dbf,Pagellus acarne,Axillary Seabream,LC,0,2014,2018-1
170230,SEABREAMS_PORGIES.dbf,Acanthopagrus akazakii,NA,DD,NA,2014,2018-1
170231,SEABREAMS_PORGIES.dbf,Argyrozona argyrozona,Carpenter Seabream,NT,0.2,2014,2018-1
170232,SEABREAMS_PORGIES.dbf,Dentex macrophthalmus,Large-eyed Dentex,LC,0,2014,2018-1
170233,SEABREAMS_PORGIES.dbf,Calamus leucosteus,Whitebone Porgy,LC,0,2014,2018-1
170234,SEABREAMS_PORGIES.dbf,Pagellus affinis,Arabian Pandora,LC,0,2014,2018-1
170235,SEABREAMS_PORGIES.dbf,Acanthopagrus taiwanensis,NA,DD,NA,2014,2018-1
170236,SEABREAMS_PORGIES.dbf,Sparidentex belayewi,NA,DD,NA,2014,2018-1
170238,SEABREAMS_PORGIES.dbf,Argyrops spinifer,King Soldier Bream,LC,0,2014,2018-1
170239,SEABREAMS_PORGIES.dbf,Acanthopagrus bifasciatus,Two-bar Seabream,LC,0,2014,2018-1
170240,SEABREAMS_PORGIES.dbf,Dentex hypselosomus,NA,LC,0,2014,2018-1
170241,SEABREAMS_PORGIES.dbf,Pagrus africanus,African Red Bream,LC,0,2014,2018-1
170242,SEABREAMS_PORGIES.dbf,Pagellus natalensis,Natal Pandora,LC,0,2014,2018-1
170243,SEABREAMS_PORGIES.dbf,Calamus arctifrons,Grass Porgy,LC,0,2014,2018-1
170244,SEABREAMS_PORGIES.dbf,Pagellus bogaraveo,Blackspot Seabream,NT,0.2,2014,2018-1
170245,SEABREAMS_PORGIES.dbf,Dentex dentex,Common Dentex,VU,0.4,2014,2018-1
170246,SEABREAMS_PORGIES.dbf,Virididentex acromegalus,Bulldog Dentex,LC,0,2014,2018-1
170247,SEABREAMS_PORGIES.dbf,Petrus rupestris,Red Steenbras,EN,0.6,2014,2018-1
170248,SEABREAMS_PORGIES.dbf,Polyamblyodon germanum,German Seabream,LC,0,2014,2018-1
170249,SEABREAMS_PORGIES.dbf,Calamus calamus,Saucereye Porgy,LC,0,2014,2018-1
170250,SEABREAMS_PORGIES.dbf,Lagodon rhomboides,Pinfish,LC,0,2014,2018-1
170251,SEABREAMS_PORGIES.dbf,Boops boops,Bogue,LC,0,2014,2018-1
170252,SEABREAMS_PORGIES.dbf,Argyrops filamentosus,Soldierbream,LC,0,2014,2018-1
170253,SEABREAMS_PORGIES.dbf,Sparus aurata,Gilt-head Seabream,LC,0,2014,2018-1
170254,SEABREAMS_PORGIES.dbf,Diplodus bermudensis,Bermuda Porgy,LC,0,2014,2018-1
170255,SEABREAMS_PORGIES.dbf,Lithognathus olivieri,Steenbras,DD,NA,2014,2018-1
170256,SEABREAMS_PORGIES.dbf,Chrysoblephus gibbiceps,Red Stumpnose Seabream,EN,0.6,2014,2018-1
170257,SEABREAMS_PORGIES.dbf,Acanthopagrus australis,Yellowfin Bream,LC,0,2014,2018-1
170258,SEABREAMS_PORGIES.dbf,Spondyliosoma cantharus,Black Seabream,LC,0,2014,2018-1
170259,SEABREAMS_PORGIES.dbf,Chrysoblephus puniceus,Slinger Seabream,LC,0,2014,2018-1
170260,SEABREAMS_PORGIES.dbf,Diplodus annularis,Annular Seabream,LC,0,2014,2018-1
170261,SEABREAMS_PORGIES.dbf,Diplodus vulgaris,Common Two-banded Seabream,LC,0,2014,2018-1
170262,SEABREAMS_PORGIES.dbf,Diplodus puntazzo,Sharpsnout Seabream,LC,0,2014,2018-1
170263,SEABREAMS_PORGIES.dbf,Acanthopagrus latus,Yellowfin Seabream,DD,NA,2014,2018-1
170264,SEABREAMS_PORGIES.dbf,Diplodus holbrookii,Spottail Pinfish,LC,0,2014,2018-1
170265,SEABREAMS_PORGIES.dbf,Polysteganus baissaci,Frenchman Seabream,LC,0,2014,2018-1
170266,SEABREAMS_PORGIES.dbf,Acanthopagrus berda,Picnic Seabream,LC,0,2017,2018-1
170267,NA,Diplodus sargus ssp. lineatus,White Seabream,LC,0,2014,2018-1
170269,NA,Diplodus sargus ssp. sargus,White Seabream,LC,0,2014,2018-1
170270,NA,Diplodus sargus ssp. ascensionis,White Sea-bream,LC,0,2014,2018-1
170271,NA,Diplodus sargus ssp. kotschyi,One Spot Seabream,LC,0,2014,2018-1
170272,SEABREAMS_PORGIES.dbf,Diplodus hottentotus,Zebra,LC,0,2014,2018-1
170273,SEABREAMS_PORGIES.dbf,Diplodus omanensis,NA,LC,0,2014,2018-1
170275,NA,Diplodus argenteus ssp. caudimacula,Silver Porgy,LC,0,2014,2018-1
170276,NA,Diplodus argenteus ssp. argenteus,South American Silver Porgy,LC,0,2014,2018-1
170277,NA,Diplodus sargus ssp. helenae,St. Helena white Seabream,LC,0,2014,2018-1
170278,NA,Diplodus sargus ssp. cadenati,Moroccan white Seabream,LC,0,2014,2018-1
170280,SEABREAMS_PORGIES.dbf,Spicara maena,Blotched Picarel,LC,0,2014,2018-1
170281,SEABREAMS_PORGIES.dbf,Spicara nigricauda,Blacktail Picarel,LC,0,2014,2018-1
170282,SEABREAMS_PORGIES.dbf,Spicara australis,Picarel,LC,0,2014,2018-1
170283,SEABREAMS_PORGIES.dbf,Spicara smaris,Picarel,LC,0,2014,2018-1
170284,SEABREAMS_PORGIES.dbf,Centracanthus cirrus,Curled Picarel,LC,0,2014,2018-1
170285,SEABREAMS_PORGIES.dbf,Spicara alta,Bigeye Picarel,LC,0,2014,2018-1
170286,SEABREAMS_PORGIES.dbf,Spicara melanurus,Blackspot Picarel,LC,0,2014,2018-1
170287,SEABREAMS_PORGIES.dbf,Spicara martinicus,NA,DD,NA,2014,2018-1
170306,TUNAS_BILLFISHES.dbf,Scomber japonicus,Pacific Chub Mackerel,LC,0,2011,2018-1
170307,TUNAS_BILLFISHES.dbf,Tetrapturus pfluegeri,Longbill Spearfish,LC,0,2011,2018-1
170308,TUNAS_BILLFISHES.dbf,Grammatorcynus bicarinatus,Shark Mackerel,LC,0,2011,2018-1
170309,TUNAS_BILLFISHES.dbf,Kajikia audax,Striped Marlin,NT,0.2,2011,2018-1
170310,TUNAS_BILLFISHES.dbf,Katsuwonus pelamis,Skipjack Tuna,LC,0,2011,2018-1
170311,TUNAS_BILLFISHES.dbf,Scomberomorus guttatus,Indo-Pacific King Mackerel,DD,NA,2011,2018-1
170312,TUNAS_BILLFISHES.dbf,Istiompax indica,Black Marlin,DD,NA,2011,2018-1
170313,TUNAS_BILLFISHES.dbf,Sarda orientalis,Oriental Bonito,LC,0,2011,2018-1
170314,TUNAS_BILLFISHES.dbf,Makaira nigricans,Blue Marlin,VU,0.4,2011,2018-1
170315,TUNAS_BILLFISHES.dbf,Tetrapturus angustirostris,Shortbill Spearfish,DD,NA,2011,2018-1
170316,TUNAS_BILLFISHES.dbf,Scomberomorus commerson,Narrow-barred Spanish Mackerel,NT,0.2,2011,2018-1
170318,TUNAS_BILLFISHES.dbf,Rastrelliger brachysoma,Short Mackerel,DD,NA,2011,2018-1
170319,TUNAS_BILLFISHES.dbf,Orcynopsis unicolor,Plain Bonito,LC,0,2011,2018-1
170320,TUNAS_BILLFISHES.dbf,Euthynnus lineatus,Black Skipjack,LC,0,2011,2018-1
170321,TUNAS_BILLFISHES.dbf,Cybiosarda elegans,Leaping Bonito,LC,0,2011,2018-1
170322,TUNAS_BILLFISHES.dbf,Kajikia albida,White Marlin,VU,0.4,2011,2018-1
170323,TUNAS_BILLFISHES.dbf,Scomberomorus maculatus,Atlantic Spanish Mackerel,LC,0,2011,2018-1
170324,TUNAS_BILLFISHES.dbf,Rastrelliger faughni,Island Mackerel,DD,NA,2011,2018-1
170325,TUNAS_BILLFISHES.dbf,Scomberomorus sierra,Pacific Sierra,LC,0,2011,2018-1
170326,TUNAS_BILLFISHES.dbf,Scomberomorus tritor,West African Spanish Mackerel,LC,0,2011,2018-1
170327,TUNAS_BILLFISHES.dbf,Scomberomorus regalis,Cero,LC,0,2011,2018-1
170328,TUNAS_BILLFISHES.dbf,Rastrelliger kanagurta,Indian Mackerel,DD,NA,2011,2018-1
170329,TUNAS_BILLFISHES.dbf,Scomber australasicus,Blue Mackerel,LC,0,2011,2018-1
170330,TUNAS_BILLFISHES.dbf,Scomberomorus munroi,Spotted Mackerel,NT,0.2,2011,2018-1
170331,TUNAS_BILLFISHES.dbf,Acanthocybium solandri,Wahoo,LC,0,2011,2018-1
170332,TUNAS_BILLFISHES.dbf,Sarda australis,Australian Bonito,LC,0,2011,2018-1
170333,TUNAS_BILLFISHES.dbf,Tetrapturus georgii,Roundscale Spearfish,DD,NA,2011,2018-1
170334,TUNAS_BILLFISHES.dbf,Tetrapturus belone,Mediterranean Shortbill Spearfish,LC,0,2015,2018-1
170335,TUNAS_BILLFISHES.dbf,Scomberomorus brasiliensis,Serra Spanish Mackerel,LC,0,2011,2018-1
170336,TUNAS_BILLFISHES.dbf,Euthynnus affinis,Kawakawa,LC,0,2011,2018-1
170337,TUNAS_BILLFISHES.dbf,Scomberomorus semifasciatus,Broad-barred Mackerel,LC,0,2011,2018-1
170338,TUNAS_BILLFISHES.dbf,Istiophorus platypterus,Sailfish,LC,0,2011,2018-1
170339,TUNAS_BILLFISHES.dbf,Scomberomorus cavalla,King Mackerel,LC,0,2011,2018-1
170340,TUNAS_BILLFISHES.dbf,Gasterochisma melampus,Butterfly Mackerel,LC,0,2011,2018-1
170341,TUNAS_BILLFISHES.dbf,Thunnus orientalis,Pacific Bluefin Tuna,VU,0.4,2014,2018-1
170342,TUNAS_BILLFISHES.dbf,Gymnosarda unicolor,Dogtooth Tuna,LC,0,2011,2018-1
170343,TUNAS_BILLFISHES.dbf,Scomberomorus koreanus,Korean Seerfish,LC,0,2011,2018-1
170344,TUNAS_BILLFISHES.dbf,Auxis thazard,Frigate Tuna,LC,0,2011,2018-1
170345,TUNAS_BILLFISHES.dbf,Euthynnus alletteratus,Little Tunny,LC,0,2011,2018-1
170346,TUNAS_BILLFISHES.dbf,Scomberomorus sinensis,Chinese Seerfish,DD,NA,2011,2018-1
170347,TUNAS_BILLFISHES.dbf,Scomberomorus multiradiatus,Papuan Seerfish,LC,0,2011,2018-1
170348,TUNAS_BILLFISHES.dbf,Scomberomorus plurilineatus,Queen Mackerel,DD,NA,2011,2018-1
170349,TUNAS_BILLFISHES.dbf,Allothunnus fallai,Slender Tuna,LC,0,2011,2018-1
170350,NA,Coryphaena equiselis,Pompano Dolphinfish,LC,0,2011,2018-1
170351,TUNAS_BILLFISHES.dbf,Thunnus tonggol,Longtail Tuna,DD,NA,2011,2018-1
170352,TUNAS_BILLFISHES.dbf,Sarda chiliensis,Pacific Bonito,LC,0,2011,2018-1
170353,TUNAS_BILLFISHES.dbf,Scomberomorus lineolatus,Streaked Seerfish,LC,0,2011,2018-1
170354,TUNAS_BILLFISHES.dbf,Scomber scombrus,Atlantic Mackerel,LC,0,2011,2018-1
170355,TUNAS_BILLFISHES.dbf,Auxis rochei,Bullet Tuna,LC,0,2011,2018-1
170356,TUNAS_BILLFISHES.dbf,Scomberomorus niphonius,Japanese Seerfish,DD,NA,2011,2018-1
170357,TUNAS_BILLFISHES.dbf,Scomber colias,Atlantic Chub Mackerel,LC,0,2011,2018-1
170358,TUNAS_BILLFISHES.dbf,Grammatorcynus bilineatus,Double-lined Mackerel,LC,0,2011,2018-1
170501,NA,Batagur affinis,Southern River Terrapin,CR,0.8,2016,2018-1
170600,NA,Myosotella myosotis,NA,LC,0,2018,2018-1
170603,NA,Ovatella vulcani,NA,LC,0,2017,2018-1
170605,NA,Ovatella aequalis,NA,LC,0,2017,2018-1
171815,NA,Scaphula pinna,NA,LC,0,2012,2018-1
171899,NA,Batissa similis,NA,DD,NA,2012,2018-1
171906,NA,Neosolen aquaedulcioris,NA,LC,0,2012,2018-1
172016,NA,Assiminea avilai,NA,DD,NA,2018,2018-1
172284,NA,Hippocampus satomiae,Satomi's Pygmy Seahorse,DD,NA,2017,2018-1
172359,NA,Ambassis nalua,Scalloped Perchlet,LC,0,2012,2018-1
172363,BONEFISH_TARPONS.dbf,Elops machnata,NA,LC,0,2016,2018-1
172376,COMBTOOTHBLENNIES.dbf,Omobranchus zebra,Zebra Blenny,LC,0,2014,2018-1
172393,NA,Ambassis interrupta,Long-spined Glassfish,LC,0,2012,2018-1
172404,NA,Pomadasys argenteus,Silver Javelin,LC,0,2012,2018-1
172416,PUFFERFISH.dbf,Chelonodon patoca,Milkspotted Puffer,LC,0,2014,2018-1
172443,NA,Bathygobius fuscus,Brown Frillfin,LC,0,2017,2018-1
172447,COMBTOOTHBLENNIES.dbf,Entomacrodus vermiculatus,Vermiculated Blenny,LC,0,2014,2018-1
172450,NA,Bunaka gyrinoides,Green-backed Gudgeon,LC,0,2012,2018-1
172468,NA,Ichthyocampus carce,Indian Freshwater Pipefish,LC,0,2017,2018-1
172469,NA,Hippichthys penicillus,Beady Pipefish,LC,0,2017,2018-1
172470,NA,Parambassis thomassi,Western Ghat glassy perchlet,LC,0,2011,2018-1
172487,COMBTOOTHBLENNIES.dbf,Omobranchus punctatus,Japanese Blenny,LC,0,2014,2018-1
172491,NA,Parambassis dayi,Day's glassy perchlet,LC,0,2011,2018-1
172495,NA,Lutjanus johnii,John's Snapper,LC,0,2016,2018-1
172497,NA,Zenarchopterus dispar,Feathered River-garfish,LC,0,2012,2018-1
173157,NA,Neritina platyconcha,NA,DD,NA,2010,2018-1
173319,SEAGRASSES.dbf,Halophila stipulacea,Species code: Hs,LC,0,2010,2018-1
173320,SEAGRASSES.dbf,Phyllospadix torreyi,Surfgrass,LC,0,2010,2018-1
173321,SEAGRASSES.dbf,Posidonia kirkmanii,Species code: Pk,LC,0,2010,2018-1
173322,SEAGRASSES.dbf,Zostera chilensis,Species code: Zh,EN,0.6,2010,2018-1
173324,SEAGRASSES.dbf,Halophila johnsonii,Johnson's Seagrass,LC,0,2010,2018-1
173325,SEAGRASSES.dbf,Halophila euphlebia,Species code: Hf,DD,NA,2010,2018-1
173326,SEAGRASSES.dbf,Halophila sulawesii,Species code: Hy,DD,NA,2010,2018-1
173327,SEAGRASSES.dbf,Halodule pinifolia,Species code: Hp,LC,0,2010,2018-1
173328,SEAGRASSES.dbf,Halodule uninervis,Species code: Hu,LC,0,2010,2018-1
173329,SEAGRASSES.dbf,Halodule beaudettei,Species code: Hy,DD,NA,2010,2018-1
173330,SEAGRASSES.dbf,Halophila tricostata,Species code: Ht,LC,0,2010,2018-1
173331,SEAGRASSES.dbf,Enhalus acoroides,Species code: Ea,LC,0,2010,2018-1
173332,SEAGRASSES.dbf,Syringodium isoetifolium,Species code: Si,LC,0,2010,2018-1
173333,SEAGRASSES.dbf,Posidonia australis,Species code: Pa,NT,0.2,2010,2018-1
173334,SEAGRASSES.dbf,Halodule ciliata,Species code: Hi,DD,NA,2010,2018-1
173335,SEAGRASSES.dbf,Zostera caulescens,Species code: Zl,NT,0.2,2010,2018-1
173336,SEAGRASSES.dbf,Posidonia angustifolia,Species code: Pg,LC,0,2010,2018-1
173337,SEAGRASSES.dbf,Halophila engelmanni,Species code: He,NT,0.2,2010,2018-1
173338,SEAGRASSES.dbf,Halophila hawaiiana,Species code: Hh,VU,0.4,2010,2018-1
173339,SEAGRASSES.dbf,Zostera asiatica,Species code: za,NT,0.2,2010,2018-1
173340,SEAGRASSES.dbf,Cymodocea angustata,Species code: Ca,LC,0,2010,2018-1
173341,SEAGRASSES.dbf,Phyllospadix japonicus,Asian Surf Grass,EN,0.6,2010,2018-1
173342,SEAGRASSES.dbf,Halophila beccarii,Ocean Turf Grass,VU,0.4,2010,2018-1
173343,SEAGRASSES.dbf,Halophila spinulosa,Species code: Hn,LC,0,2010,2018-1
173344,SEAGRASSES.dbf,Phyllospadix iwatensis,Surfgrass,VU,0.4,2010,2018-1
173345,SEAGRASSES.dbf,Zostera geojeensis,Species code: Zg,EN,0.6,2010,2018-1
173346,SEAGRASSES.dbf,Thalassia testudinum,Species code: Tt,LC,0,2010,2018-1
173347,SEAGRASSES.dbf,Halodule emarginata,Species code: Hg,DD,NA,2010,2018-1
173348,SEAGRASSES.dbf,Zostera japonica,Dwarf Eelgrass,LC,0,2010,2018-1
173349,SEAGRASSES.dbf,Posidonia sinuosa,Species code: Pn,VU,0.4,2010,2018-1
173350,SEAGRASSES.dbf,Posidonia denhartogii,Species code: Pd,LC,0,2010,2018-1
173351,SEAGRASSES.dbf,Ruppia megacarpa,Large-fruit seatassel,LC,0,2010,2018-1
173352,SEAGRASSES.dbf,Halophila decipiens,Species code: Hd,LC,0,2010,2018-1
173353,SEAGRASSES.dbf,Lepilaena australis,Species code: La,DD,NA,2010,2018-1
173354,SEAGRASSES.dbf,Zostera tasmanica,Species code: Zt,LC,0,2010,2018-1
173355,SEAGRASSES.dbf,Zostera nigricaulis,Species code: Zg,LC,0,2010,2018-1
173356,SEAGRASSES.dbf,Amphibolis antarctica,Species code: Aa,LC,0,2010,2018-1
173357,SEAGRASSES.dbf,Zostera caespitosa,Species code: Zs,VU,0.4,2010,2018-1
173358,SEAGRASSES.dbf,Cymodocea serrulata,Species code: Cs,LC,0,2010,2018-1
173359,SEAGRASSES.dbf,Lepilaena marina,Species code: Lm,DD,NA,2010,2018-1
173360,SEAGRASSES.dbf,Amphibolis griffithii,Species code: Ag,LC,0,2010,2018-1
173361,SEAGRASSES.dbf,Zostera noltii,Dwarf Eelgrass,LC,0,2010,2018-1
173362,SEAGRASSES.dbf,Ruppia filifolia,NA,DD,NA,2010,2018-1
173363,SEAGRASSES.dbf,Cymodocea rotundata,Species code: Cr,LC,0,2010,2018-1
173364,SEAGRASSES.dbf,Thalassia hemprichii,Turtle Grass,LC,0,2010,2018-1
173365,SEAGRASSES.dbf,Halophila capricorni,Species code: Hc,LC,0,2010,2018-1
173366,SEAGRASSES.dbf,Phyllospadix serrulatus,Surfgrass,LC,0,2010,2018-1
173367,SEAGRASSES.dbf,Phyllospadix scouleri,Surf Grass,LC,0,2010,2018-1
173368,SEAGRASSES.dbf,Halophila ovata,Species code: Hq,LC,0,2010,2018-1
173369,SEAGRASSES.dbf,Posidonia coriacea,Species code: Pc,LC,0,2010,2018-1
173370,SEAGRASSES.dbf,Zostera capensis,Species code: Zp,VU,0.4,2010,2018-1
173371,SEAGRASSES.dbf,Halophila australis,Species Code: Ha,LC,0,2010,2018-1
173372,SEAGRASSES.dbf,Halodule wrightii,Species code: Hw,LC,0,2010,2018-1
173373,SEAGRASSES.dbf,Zostera pacifica,Wide-leaved Eelgrass,LC,0,2010,2018-1
173374,SEAGRASSES.dbf,Halodule bermudensis,Species code: Hr,DD,NA,2010,2018-1
173375,SEAGRASSES.dbf,Thalassodendron ciliatum,Species code: Tc,LC,0,2010,2018-1
173376,SEAGRASSES.dbf,Halophila minor,Species code: Hm,LC,0,2010,2018-1
173378,SEAGRASSES.dbf,Syringodium filiforme,Species code Sf,LC,0,2010,2018-1
173379,SEAGRASSES.dbf,Posidonia ostenfeldii,Species code: Pf,LC,0,2010,2018-1
173380,SEAGRASSES.dbf,Zostera polychlamys,Species code: Zo,LC,0,2010,2018-1
173381,SEAGRASSES.dbf,Halophila nipponica,Species code: Hk,NT,0.2,2010,2018-1
173382,SEAGRASSES.dbf,Halophila baillonii,Species code: Hl,VU,0.4,2010,2018-1
173383,SEAGRASSES.dbf,Thalassodendron pachyrhizum,Species code: Tp,LC,0,2010,2018-1
173384,SEAGRASSES.dbf,Zostera muelleri,Species code: Zc,LC,0,2010,2018-1
174145,CHONDRICHTHYES.dbf,Cephaloscyllium cooki,Cook’s Swellshark,DD,NA,2015,2018-1
174486,NA,Tremoctopus gracilis,Palmate Octopus,LC,0,2014,2018-1
174487,NA,Tremoctopus violaceus,Common Blanket Octopus,LC,0,2014,2018-1
175075,NA,Villorita cornucopia,NA,LC,0,2011,2018-1
175104,NA,Faunus ater,NA,LC,0,2011,2018-1
176049,NA,Opisthoteuthis borealis,NA,DD,NA,2014,2018-1
176050,NA,Opisthoteuthis calypso,NA,VU,0.4,2014,2018-1
176051,NA,Opisthoteuthis hardyi,NA,DD,NA,2014,2018-1
176053,NA,Grimpoteuthis boylei,NA,LC,0,2014,2018-1
176054,NA,Grimpoteuthis challengeri,NA,LC,0,2014,2018-1
176055,NA,Grimpoteuthis discoveryi,NA,LC,0,2014,2018-1
176058,NA,Cryptoteuthis brevibracchiata,NA,DD,NA,2014,2018-1
176060,NA,Luteuthis shuishi,NA,DD,NA,2014,2018-1
176063,NA,Asperoteuthis lui,NA,DD,NA,2014,2018-1
176064,NA,Asperoteuthis mangoldae,NA,DD,NA,2014,2018-1
176065,NA,Chiroteuthis picteti,NA,LC,0,2014,2018-1
176066,NA,Chiroteuthis veranyi,NA,LC,0,2014,2018-1
176067,NA,Abralia omiae,NA,DD,NA,2014,2018-1
176068,NA,Enoploteuthis leptura,NA,LC,0,2014,2018-1
176069,NA,Enoploteuthis magnoceani,NA,DD,NA,2014,2018-1
176070,NA,Berryteuthis magister,NA,LC,0,2014,2018-1
176072,NA,Histioteuthis berryi,NA,DD,NA,2014,2018-1
176073,NA,Histioteuthis celetaria,NA,DD,NA,2014,2018-1
176074,NA,Histioteuthis cerasina,NA,LC,0,2014,2018-1
176075,NA,Histioteuthis corona,NA,LC,0,2014,2018-1
176076,NA,Histioteuthis inermis,NA,DD,NA,2014,2018-1
176077,NA,Histioteuthis pacifica,NA,DD,NA,2014,2018-1
176079,NA,Stigmatoteuthis dofleini,NA,LC,0,2014,2018-1
176081,NA,Nematolampas venezuelensis,NA,DD,NA,2014,2018-1
176082,NA,Magnapinna atlantica,NA,DD,NA,2014,2018-1
176083,NA,Mastigoteuthis microlucens,NA,DD,NA,2014,2018-1
176084,NA,Mastigoteuthis tyroi,NA,DD,NA,2014,2018-1
176085,NA,Todarodes pacificus,NA,LC,0,2014,2018-1
176086,NA,Promachoteuthis sloani,NA,DD,NA,2014,2018-1
176087,NA,Promachoteuthis sulcus,NA,DD,NA,2014,2018-1
176088,NA,Pterygioteuthis giardi,NA,LC,0,2014,2018-1
176670,REPTILES.dbf,Gerarda prevostiana,Gerard's Water Snake,LC,0,2010,2018-1
176672,REPTILES.dbf,Bitia hydroides,Bitia,LC,0,2010,2018-1
176677,REPTILES.dbf,Myron richardsonii,Richardson's Mangrove Snake,LC,0,2010,2018-1
176678,REPTILES.dbf,Cantoria violacea,Yellow-banded Mangrove Snake,LC,0,2010,2018-1
176680,REPTILES.dbf,Cerberus rynchops,South Asian Bockadam,LC,0,2010,2018-1
176683,REPTILES.dbf,Enhydris bennettii,Bennett's Water Snake,DD,NA,2010,2018-1
176691,REPTILES.dbf,Cantoria annulata,Banded Water Snake,DD,NA,2010,2018-1
176694,REPTILES.dbf,Fordonia leucobalia,Crab-eating Snake,LC,0,2018,2018-1
176703,REPTILES.dbf,Cerberus australis,Australian Bokadam,LC,0,2018,2018-1
176704,SEASNAKES.dbf,Aipysurus laevis,Olive-brown Sea Snake,LC,0,2010,2018-1
176706,SEASNAKES.dbf,Emydocephalus ijimae,Ijima's Sea Snake,LC,0,2010,2018-1
176707,REPTILES.dbf,Hydrophis pachycercos,NA,DD,NA,2010,2018-1
176708,SEASNAKES.dbf,Astrotia stokesii,Stokes' Sea Snake,LC,0,2010,2018-1
176709,REPTILES.dbf,Hydrophis brookii,NA,LC,0,2010,2018-1
176711,SEASNAKES.dbf,Thalassophina viperina,Viperine Sea Snake,LC,0,2010,2018-1
176712,SEASNAKES.dbf,Hydrophis pacificus,Pacific Sea Snake,NT,0.2,2010,2018-1
176713,SEASNAKES.dbf,Hydrophis cantoris,Cantor’s Narrow–headed Sea Snake,DD,NA,2010,2018-1
176714,SEASNAKES.dbf,Aipysurus foliosquama,Leaf-scaled Sea Snake,CR,0.8,2010,2018-1
176715,SEASNAKES.dbf,Hydrophis caerulescens,Dwarf Sea Snake,LC,0,2010,2018-1
