iucn_sid,habs,max_depth
22697619,"10.1, 10.1, 10.2, 10.2, 12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 13.1, 13.1, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697648,"12.5, 12.5",< 20 m
22697654,"12.4, 12.4",< 20 m
22697702,"12.5, 9.10",< 200 m
22697713,"12.4, 12.5, 12.7",< 20 m
22697724,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22697728,"10.1, 13.1, 9.1",200 m +
22697733,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22697738,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22697742,"10.1, 10.2, 9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22697748,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7",200 m +
22697752,"10.1, 10.1, 10.2, 10.2, 12.1, 17, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7",200 m +
22697755,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697758,"10.1, 10.1, 10.2, 10.2, 12.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697761,"10.1, 10.1, 10.2, 10.2, 12.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697776,"10.1, 10.1, 12.1, 9.1, 9.1",200 m +
22697782,"10.1, 10.1, 9.1, 9.1",200 m +
22697789,"10.1, 10.1, 12.1, 13.1, 9.1, 9.1",200 m +
22697793,"10.1, 10.1, 10.2, 10.2, 12.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697797,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22697800,"10.1, 9.1",200 m +
22697805,"10.1, 10.2, 12.1, 12.2, 13.1, 9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22697810,"10.1, 10.1, 12.1, 12.3, 13.1, 9.1, 9.1",200 m +
22697817,"10.1, 12.1, 12.2, 12.3, 12.6, 13.1, 15.11, 9.1, 9.10",200 m +
22697822,"10.1, 10.1, 12.2, 9.1, 9.1",200 m +
22697825,"10.1, 12.1, 12.2, 12.3, 12.4, 12.5, 9.1",200 m +
22697829,"9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22697834,"9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22697839,"9.1, 9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22697842,"9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22697847,"9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22697852,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697859,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697866,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697870,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697875,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697879,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697885,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697888,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697896,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697913,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697925,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697935,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697949,"10.1, 10.1, 9.1, 9.1",200 m +
22697954,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697957,"10.1, 10.1, 9.1, 9.1",200 m +
22697963,"10.1, 10.1, 10.2, 10.2, 10.3, 10.4, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697967,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22697970,"10.1, 10.1, 9.1, 9.1",200 m +
22697975,"10.1, 10.1, 9.1, 9.1",200 m +
22697984,"10.1, 10.1, 10.2, 9.1, 9.1",200 m +
22697987,"10.1, 9.1",200 m +
22697990,"10.1, 10.1, 12.1, 13.1, 9.1, 9.1",200 m +
22697997,"10.1, 10.1, 9.1, 9.1",200 m +
22698001,"10.1, 10.1, 9.1, 9.1",200 m +
22698005,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698012,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698017,"10.1, 10.1, 9.1, 9.1",200 m +
22698020,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698027,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698030,"10.1, 10.1, 9.1, 9.1",200 m +
22698035,"10.1, 10.1, 9.1, 9.1",200 m +
22698039,"10.1, 10.1, 10.2, 10.2, 10.3, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9",200 m +
22698042,"10.1, 10.1, 9.1, 9.1",200 m +
22698049,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698055,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698062,"10.1, 10.1, 9.1, 9.1",200 m +
22698080,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698084,"10.1, 10.1, 9.1, 9.1",200 m +
22698088,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698092,"10.1, 10.1, 9.1, 9.1",200 m +
22698097,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698102,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698106,"10.1, 10.2, 12.1, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22698114,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698119,"10.1, 10.1, 10.2, 10.2, 12.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698124,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698128,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698132,"10.1, 10.1, 10.2, 10.2, 12.1, 12.2, 12.3, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698136,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698140,"10.1, 10.1, 9.1, 9.1",200 m +
22698150,"10.1, 10.1, 9.1, 9.1",200 m +
22698155,"10.1, 10.1, 9.1, 9.1",200 m +
22698159,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698172,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698175,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698182,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698188,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698195,"10.1, 10.1, 10.3, 10.4, 9.1, 9.1",200 m +
22698201,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698209,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698216,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698222,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698226,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698230,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698235,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698240,"10.1, 10.1, 9.1, 9.1",200 m +
22698246,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698249,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698252,"10.1, 9.1, 9.1",200 m +
22698267,"13.1, 9.1",< 200 m
22698272,"13.1, 9.1",< 200 m
22698277,"10.1, 10.1, 9.1, 9.1",200 m +
22698280,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698288,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22698293,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22698300,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698305,"10.1, 10.1, 9.1, 9.1",200 m +
22698310,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698314,"10.1, 10.1, 9.1, 9.1",200 m +
22698320,"10.1, 10.1, 10.2, 10.2, 12.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698335,"10.1, 10.1, 10.3, 10.4, 13.1, 9.1, 9.1",200 m +
22698350,"10.1, 10.1, 10.2, 10.2, 10.3, 10.4, 12.1, 12.2, 12.3, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698365,"10.1, 10.1, 10.2, 10.2, 10.3, 10.4, 12.1, 12.2, 12.3, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698375,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698388,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698393,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698398,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698425,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698431,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698436,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698442,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698448,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698453,"10.1, 10.1, 10.2, 10.2, 12.1, 12.2, 12.3, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698459,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698465,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698471,"10.1, 10.1, 12.1, 13.1, 9.1, 9.1",200 m +
22698477,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698485,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698496,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698511,"10.1, 10.1, 12.1, 13.1, 9.1, 9.1",200 m +
22698520,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698530,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698535,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698543,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698548,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22698557,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698562,"10.1, 10.1, 9.1, 9.1",200 m +
22698567,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22698572,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22700142,"12.1, 12.2, 12.3, 12.6",< 20 m
22702103,"12.1, 12.6",< 20 m
22702107,"12.1, 12.6",< 20 m
22704484,"12.1, 12.2, 12.3, 12.5, 12.6",< 20 m
22704600,12.5,< 20 m
22704604,12.5,< 20 m
22705499,12.5,< 20 m
22705916,"12.1, 12.6, 13.1",< 20 m
22705929,"13.1, 13.1",unknown
22705986,"12.1, 12.2, 12.3, 12.6, 13.1",< 20 m
22705993,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.6, 12.6",< 20 m
22705999,"12.1, 12.2, 12.3, 12.6",< 20 m
22706016,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 12.6, 12.6, 13.1, 13.1",< 20 m
22706033,"12.1, 12.2, 12.3, 12.6, 13.1",< 20 m
22709707,12.5,< 20 m
22710051,"13.1, 13.1",unknown
22710259,13.1,unknown
22710333,12.2,< 20 m
22710886,"12.5, 12.5",< 20 m
22711374,"12.5, 12.5",< 20 m
22712065,"12.2, 12.2",< 20 m
22712077,12.4,< 20 m
22712198,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 13.1, 13.1",< 20 m
22712266,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.6, 12.6",< 20 m
22712294,13.1,unknown
22713491,"12.5, 12.5",< 20 m
22713519,12.5,< 20 m
22713615,12.5,< 20 m
22715501,12.5,< 20 m
22716364,12.5,< 20 m
22716971,12.5,< 20 m
22716976,12.5,< 20 m
22716984,12.5,< 20 m
22717336,"12.2, 12.3",< 20 m
22717383,"12.2, 12.2, 12.3, 12.3",< 20 m
22717424,"12.4, 12.4, 12.5, 12.5",< 20 m
22717434,12.2,< 20 m
22717629,12.5,< 20 m
22718187,12.1,< 20 m
22718194,13.1,unknown
22718371,"12.1, 12.2, 12.3, 12.6",< 20 m
22718375,"12.1, 12.2, 12.3, 12.6",< 20 m
22718379,12.5,< 20 m
22718414,"12.1, 12.6",< 20 m
22718556,"12.1, 12.2, 12.3, 12.5, 12.5, 12.6",< 20 m
22718560,"12.4, 12.4",< 20 m
22718567,"12.1, 12.6, 13.1",< 20 m
22718575,"12.1, 12.2, 12.3, 12.4, 12.6",< 20 m
22718588,"12.1, 12.6",< 20 m
22718770,12.5,< 20 m
22720722,"12.1, 12.6",< 20 m
22721016,12.5,< 20 m
22721033,12.5,< 20 m
22721043,13.1,unknown
22721046,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.6, 12.6, 13.1, 13.1",< 20 m
22721058,"12.2, 12.2, 12.5, 12.5",< 20 m
22721123,12.5,< 20 m
22721836,"12.5, 12.5",< 20 m
22724178,"12.5, 12.5",< 20 m
22724323,"12.2, 12.3, 12.6",< 20 m
22724326,"12.1, 12.2",< 20 m
22724332,"12.2, 12.2, 12.3, 12.3, 12.6, 12.6",< 20 m
22724836,"9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22724845,"9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22724879,"9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22725033,"12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 12.5, 12.5, 9.10, 9.10",< 200 m
22725660,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.6, 12.6, 13.1, 13.1",< 20 m
22725672,"12.1, 12.2, 12.3, 12.6, 13.1",< 20 m
22725846,"12.1, 12.2, 12.3, 12.4",< 20 m
22725856,"12.1, 12.2, 12.3, 12.4",< 20 m
22727255,"12.4, 9.10",< 200 m
22727265,"12.4, 9.10",< 200 m
22727487,"12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 12.5, 12.5, 9.10, 9.10",< 200 m
22727668,"12.4, 12.4, 12.5, 12.5, 9.10, 9.10",< 200 m
22727677,"12.4, 12.4, 12.5, 12.5, 9.10, 9.10",< 200 m
22727683,"12.4, 12.4, 12.5, 12.5, 9.10, 9.10",< 200 m
22727746,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22727969,"12.4, 12.4, 9.10, 9.10",< 200 m
22728011,"10.1, 10.1, 10.2, 10.2",200 m +
22728182,"12.5, 12.5",< 20 m
22728318,"10.1, 10.1, 9.1, 9.1",200 m +
22728323,"10.1, 10.1, 9.1, 9.1",200 m +
22728328,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22728349,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22728364,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22728372,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22728393,12.5,< 20 m
22728432,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22728437,"10.1, 10.1, 9.1, 9.1",200 m +
22728442,"10.1, 10.1, 9.1, 9.1",200 m +
22728596,12.4,< 20 m
22728621,"12.1, 12.2, 12.3, 12.4, 12.5, 12.6, 13.1",< 20 m
22728800,"10.1, 10.2, 9.1",200 m +
22728804,"10.1, 10.2, 9.1",200 m +
22728808,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1",200 m +
22728950,"9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22728990,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22728995,"12.1, 12.1, 12.6, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22729000,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22729148,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22729421,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22729604,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22729609,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22729686,"12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22729692,"12.1, 12.2, 12.3, 12.4, 12.5, 12.6, 13.1, 9.10, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
22731577,12.5,< 20 m
22731855,"12.4, 9.10",< 200 m
22732244,"10.1, 10.1, 10.2, 10.2, 12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22732425,"9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22733462,"12.1, 12.2, 12.3, 12.4, 12.5, 12.6, 12.6, 9.10",< 200 m
22733705,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22733979,"13.1, 9.1",< 200 m
